Supplementary Table 2.  Description of all core sequences.						
						
Core metagenome ID	Functional Description	Taxonomy	CAZy class	Acc. No.	Average Abundance (per recA)	Std Error
aggregates-combined-assembly1_4342818_1_461_+	Tetratricopeptide TPR_2 repeat protein	Bacteria;Proteobacteria;Betaproteobacteria	GT41	ABI85713.1	0.017720613	0.006954654
aggregates-combined-assembly1_5350321_1_644_-	"glycosyl hydrolase, family 88"	Bacteria;Acidobacteria;Acidobacteriales	GH105	ABF39965.1	0.017643051	0.003545317
aggregates-combined-assembly1_5177090_1_587_+	hypothetical protein AN53922	Eukaryota;Fungi;Ascomycota	GH92	EAA62552.1	0.017601504	0.005165677
aggregates-combined-assembly1_5416049_1_385_-	"glycosyl transferase, group 1"	Bacteria;Proteobacteria;Deltaproteobacteria	GT4	ABQ25515.1	0.01750347	0.005170817
aggregates-combined-assembly1_5531993_1_457_-	"lipopolysaccharide heptosyltransferase III, putative"	Bacteria;Proteobacteria;Magnetococcus	GT9	ABK44915.1	0.017353306	0.003697192
aggregates-combined-assembly1_5194632_1_394_-	"two-component system sensor histidine kinase/response regulator, hybrid (one component system)"	Bacteria;Bacteroidetes;Bacteroidetes	GT2	AAO76290.1	0.017151103	0.005228769
aggregates-combined-assembly1_4903921_1_332_+	similar to isoamylase	Bacteria;Planctomycetes;Planctomycetacia	GH13	CAJ75048.1	0.016978598	0.004394948
aggregates-combined-assembly1_5151029_1_711_+	TPR repeat-containing protein	Bacteria;Proteobacteria;Betaproteobacteria	GT41	ABP33342.1	0.016974241	0.003721841
aggregates-combined-assembly1_4574750_1_324_+	Lytic murein transglycosylase	Bacteria;Proteobacteria;Alphaproteobacteria	GH103	ABD09204.1	0.016938317	0.003467164
aggregates-combined-assembly1_5022587_1_1284_-	"glycosyl transferase, family 2"	Bacteria;Cyanobacteria;Oscillatoriales	GT2	ABG50779.1	0.016786887	0.004184302
aggregates-combined-assembly1_5427956_1_591_+	Hypothetical protein NATL1_00731	Bacteria;Cyanobacteria;Prochlorales	GT41	ABM74637.1	0.016652929	0.003596698
aggregates-combined-assembly1_5522283_1_704_+	TPR domain protein	Bacteria;environmental;	GT41	AAR37904.1	0.016553629	0.005623895
aggregates-combined-assembly1_5107174_1_594_+	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase fused to PHP family phosphoesterase	Bacteria;Verrucomicrobia;unclassified	GT28	ACD83686.1	0.016470443	0.004544567
aggregates-combined-assembly1_4513860_1_371_+	"glycosyl hydrolase, family 57"	Bacteria;Proteobacteria;Deltaproteobacteria	GH57	ABF87741.1	0.01643452	0.003971417
aggregates-combined-assembly1_4211554_1_374_+	putative soluble lytic transglycosylase precursor	Bacteria;Proteobacteria;Alphaproteobacteria	GH23	NP_771713.1	0.016149132	0.004178526
aggregates-combined-assembly1_5389390_224_574_-	"two-component system sensor histidine kinase/response regulator, hybrid (one component system)"	Bacteria;Bacteroidetes;Bacteroidetes	GT2	AAO76290.1	0.016076529	0.005786103
aggregates-combined-assembly1_4706542_1_243_-	xylosidase	Bacteria;Firmicutes;Clostridia	none	ABM68042.1	0.016051097	0.0038602
aggregates-combined-assembly1_3699071_1_237_-	"glycosyl transferase, family 2"	Bacteria;Cyanobacteria;Oscillatoriales	GT2	ABG51896.1	0.015915874	0.005706604
aggregates-combined-assembly1_5296507_1121_2035_-	hypothetical protein AN28252	Eukaryota;Fungi;Ascomycota	GH76	EAA63396.1	0.015915874	0.005706604
aggregates-combined-assembly1_5674385_44_420_-	gll2764	Bacteria;Cyanobacteria;Gloeobacteria	CE3	BAC90705.1	0.015792407	0.003896746
aggregates-combined-assembly1_4861751_1_1026_+	"two-component system sensor histidine kinase/response regulator, hybrid (one component system)"	Bacteria;Bacteroidetes;Bacteroidetes	GT2	AAO76290.1	0.015765709	0.004010205
aggregates-combined-assembly1_5612173_1_384_-	acylamino-acid-releasing enzyme	Archaea;Crenarchaeota;Thermoprotei	CE10	BAA80835.1	0.01569873	0.003837741
aggregates-combined-assembly1_5297941_1_452_-	mannosyl transferase	Bacteria;Proteobacteria;Gammaproteobacteria	GT4	BAA94398.1	0.015640977	0.0044125
aggregates-combined-assembly1_5107550_1_741_+	Putative carbohydrate binding:Glycosyltransferase 36:Glycosyltransferase 36 associated	Bacteria;Proteobacteria;Betaproteobacteria	GH94	AAZ46791.1	0.015630485	0.005862744
aggregates-combined-assembly1_5507611_1_785_+	Kojibiose phosphorylase	Bacteria;Firmicutes;Clostridia	GH65	ABY95168.1	0.015480321	0.004174354
aggregates-combined-assembly1_4888967_1_878_+	hypothetical protein	Bacteria;Bacteroidetes;Bacteroidetes	CBM9	CAH07622.1	0.015034277	0.00430471
aggregates-combined-assembly1_5244038_1_229_-	"alpha amylase, catalytic region"	Bacteria;Actinobacteria;Actinobacteridae	GH13	ABK02310.1	0.015003222	0.004351395
aggregates-combined-assembly1_5078993_30_469_-	hypothetical protein AN53922	Eukaryota;Fungi;Ascomycota	GH92	EAA62552.1	0.014909545	0.00453882
aggregates-combined-assembly1_4873555_289_846_-	glycosyl transferase family 2	Bacteria;Proteobacteria;Alphaproteobacteria	GT2	ABS67625.1	0.014842566	0.004231551
aggregates-combined-assembly1_5374735_1_437_+	"glycoside hydrolase, family 3-like"	Bacteria;Proteobacteria;Alphaproteobacteria	GH3	ABD87173.1	0.014557178	0.00439216
