Contig	Mean Abundance	SE	Cazy Class	Cazy Family	Best Hit ID	Description	Taxonomy Lineage			
aggregates-combined-assembly1_5255880_866_1477_-	aggregates-combined-assembly1_5255880_866_1477_-	0.031220179002225	0.0124327652221067	n.d.	GT41	GT	BAE51161.1	SPY protein	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5255890_1_885_-	aggregates-combined-assembly1_5255890_1_885_-	0.02348299383905	0.00424339545047886	n.d.	GH94	GH	ABC93831.1	hypothetical conserved protein	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5255890_888_1322_-	aggregates-combined-assembly1_5255890_888_1322_-	0.02348299383905	0.00424339545047886	n.d.	GH94	GH	CAK03480.1	conserved hypothetical protein	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5255993_653_1017_+	aggregates-combined-assembly1_5255993_653_1017_+	0.03679580865575	0.0143640422774435	n.d.	CE10	CE	CAC17806.1	epsilon-lactone hydrolase	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5256007_1_884_+	aggregates-combined-assembly1_5256007_1_884_+	0.0213369818987	0.00587257559339537	n.d.	GT41	GT	ABL65857.1	TPR repeat-containing protein	Bacteria	Chlorobi	Chlorobia
aggregates-combined-assembly1_5256207_1_296_-	aggregates-combined-assembly1_5256207_1_296_-	0.037147388882925	0.010110527522075	n.d.	GT4	GT	ACC75758.1	Mannose-1-phosphate guanylyltransferase (GDP)	Bacteria	Proteobacteria	Betaproteobacteria
aggregates-combined-assembly1_5256382_1_779_-	aggregates-combined-assembly1_5256382_1_779_-	0.02456679293435	0.00348312133726037	n.d.	none	none	ABJ82392.1	glycosyl transferase, family 2	Bacteria	Acidobacteria	Solibacteres
aggregates-combined-assembly1_5256947_1_667_-	aggregates-combined-assembly1_5256947_1_667_-	0.033704036925325	0.00520237919185021	n.d.	GH23	GH	AAZ62020.1	Lytic transglycosylase, catalytic	Bacteria	Proteobacteria	Betaproteobacteria
aggregates-combined-assembly1_5257027_1_630_+	aggregates-combined-assembly1_5257027_1_630_+	0.0256452123812	0.00828354820913905	n.d.	GT2	GT	CAG74948.1	putative bifunctional enzyme including aminotransferase and chitin synthase	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5257701_1_566_+	aggregates-combined-assembly1_5257701_1_566_+	0.0310998637346475	0.0144176502377666	n.d.	GH94	GH	CAK03480.1	conserved hypothetical protein	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5257905_1_935_-	aggregates-combined-assembly1_5257905_1_935_-	0.024509794370075	0.00525516891706358	n.d.	GH39	GH	ACB74647.1	glycoside hydrolase family 39	Bacteria	Verrucomicrobia	Opitutae
aggregates-combined-assembly1_5258021_138_869_-	aggregates-combined-assembly1_5258021_1270_1905_-	0.027148357297005	0.007372956605088	n.d.	GT4	GT	AAZ44914.1	Glycosyl transferase, group 1	Bacteria	Proteobacteria	Betaproteobacteria
aggregates-combined-assembly1_5258021_1270_1905_-	aggregates-combined-assembly1_5258021_138_869_-	0.027148357297005	0.007372956605088	n.d.	GT2	GT	ABK44058.1	glycosyl transferase, family 2	Bacteria	Proteobacteria	Magnetococcus
aggregates-combined-assembly1_5258377_1_722_-	aggregates-combined-assembly1_5258377_1_722_-	0.029085321665325	0.00594464398203995	n.d.	GH23	GH	AAR48903.1	Sequence 8620 from patent US 6610836	Unclassified		
aggregates-combined-assembly1_5259647_394_951_+	aggregates-combined-assembly1_5259647_394_951_+	0.0244302111407725	0.00598708726539308	n.d.	GT4	GT	AAM31909.1	putative glycosyltransferase	Archaea	Euryarchaeota	Methanomicrobia
aggregates-combined-assembly1_5259927_64_822_+	aggregates-combined-assembly1_5259927_64_822_+	0.023979901896255	0.00715632340097539	n.d.	CE4	CE	BAE56160.1	unnamed protein product	Eukaryota	Fungi	Dikarya
aggregates-combined-assembly1_5267973_119_751_-	aggregates-combined-assembly1_5267973_119_751_-	0.0331230126616	0.0132597512781899	n.d.	GT2	GT	ABG41727.1	conserved hypothetical protein	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5268535_112_740_-	aggregates-combined-assembly1_5268535_112_740_-	0.019055143016625	0.00484204740334133	n.d.	CE1	CE	CAL67168.1	conserved hypothetical protein, secreted	Bacteria	Bacteroidetes	Flavobacteria
aggregates-combined-assembly1_5269077_1_1047_+	aggregates-combined-assembly1_5269077_1_1047_+	0.0328679249252725	0.0113767830514729	n.d.	GH13	GH	ABQ38244.1	putative glycosyl hydrolase (glycosidase)	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5269359_1_843_+	aggregates-combined-assembly1_5269359_1_843_+	0.0400459398009	0.0145368724956478	n.d.	none	none	ABJ86880.1	glycosyl transferase, family 39	Bacteria	Acidobacteria	Solibacteres
aggregates-combined-assembly1_5269796_1_976_+	aggregates-combined-assembly1_5269796_1_976_+	0.0349276923828	0.0145448819809361	n.d.	GH65	GH	ABE64961.1	Beta-phosphoglucomutase hydrolase	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5269796_1001_1396_+	aggregates-combined-assembly1_5269796_1001_1396_+	0.0349276923828	0.0145448819809361	n.d.	GH65	GH	ABY28977.1	Kojibiose phosphorylase	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5270299_1_745_+	aggregates-combined-assembly1_5270299_1_745_+	0.02387615277575	0.00528777680340056	n.d.	GT41	GT	AAZ58723.1	TPR repeat	Bacteria	Cyanobacteria	Prochlorales
aggregates-combined-assembly1_5270299_913_1272_+	aggregates-combined-assembly1_5270299_913_1272_+	0.02387615277575	0.00528777680340056	n.d.	GT83	GT	ABZ86507.1	dolichyl-phosphate-mannose-protein mannosyltransferase family protein	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5270745_1_272_+	aggregates-combined-assembly1_5270745_1_272_+	0.0216464440984	0.00510410250401538	n.d.	GT83	GT	CAD85563.1	possible dolichol monophosphate mannose synthase	Bacteria	Proteobacteria	Betaproteobacteria
aggregates-combined-assembly1_5270793_1_554_-	aggregates-combined-assembly1_5270793_1_554_-	0.02217440739897	0.00853748552044601	n.d.	GT2	GT	CAG18791.1	hypothetical intercellular adhesion protein A	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5271132_1_967_-	aggregates-combined-assembly1_5271132_1_967_-	0.025493781945995	0.00872177024552142	n.d.	GT4	GT	ACB80345.1	glycosyl transferase group 1	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5271132_1014_1278_-	aggregates-combined-assembly1_5271132_1014_1278_-	0.025493781945995	0.00872177024552142	n.d.	none	none	ACB85945.1	conserved hypothetical protein	Bacteria	Firmicutes	Clostridia
aggregates-combined-assembly1_5271221_1_748_+	aggregates-combined-assembly1_5271221_1_748_+	0.032857852823825	0.00864625590693098	n.d.	GH1	GH	ACC80873.1	extracellular solute-binding protein, family 3	Bacteria	Cyanobacteria	Nostocales
aggregates-combined-assembly1_5271355_59_466_-	aggregates-combined-assembly1_5271355_59_466_-	0.0251560200504725	0.00687760487005283	n.d.	GT41	GT	ABP35040.1	TPR repeat-containing protein	Bacteria	Proteobacteria	Betaproteobacteria
aggregates-combined-assembly1_5271687_1_435_-	aggregates-combined-assembly1_5271687_1_435_-	0.032588763117125	0.00980289488712393	n.d.	GH76	GH	EAA63396.1	hypothetical protein AN28252	Eukaryota	Fungi	Ascomycota
aggregates-combined-assembly1_5277134_1_217_-	aggregates-combined-assembly1_5277134_1_217_-	0.03818546773195	0.0111434822736657	n.d.	GH94	GH	ABR61822.1	glycosyltransferase 36	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5281649_1_929_-	aggregates-combined-assembly1_5281649_1_929_-	0.037992490482425	0.0129118695700121	n.d.	GT2	GT	BAG21333.1	conserved hypothetical protein	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5281756_169_972_+	aggregates-combined-assembly1_5281756_169_972_+	0.030458865959125	0.00563523831347581	n.d.	GH93	GH	EAA29319.1	hypothetical protein	Eukaryota	Fungi	Ascomycota
aggregates-combined-assembly1_5282194_1_330_+	aggregates-combined-assembly1_5282194_1_330_+	0.034741420846725	0.00554781548249575	n.d.	GH92	GH	EAA62552.1	hypothetical protein AN53922	Eukaryota	Fungi	Ascomycota
aggregates-combined-assembly1_5282194_448_964_+	aggregates-combined-assembly1_5282194_448_964_+	0.034741420846725	0.00554781548249575	n.d.	CE4	CE	BAE56160.1	unnamed protein product	Eukaryota	Fungi	Dikarya
aggregates-combined-assembly1_5282204_1171_2007_+	aggregates-combined-assembly1_5282204_1171_2007_+	0.027087001662075	0.00802136040418593	n.d.	GT4	GT	ABI61641.1	glycosyltransferase	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5282667_599_835_-	aggregates-combined-assembly1_5282667_599_835_-	0.027522402340775	0.00914116217584228	n.d.	GT2	GT	CAD75990.1	putative polyprenol phosphate mannosyl transferase 1 (Ppm1)	Bacteria	Planctomycetes	Planctomycetacia
aggregates-combined-assembly1_5282667_976_1259_-	aggregates-combined-assembly1_5282667_976_1259_-	0.027522402340775	0.00914116217584228	n.d.	GT2	GT	CAD75990.1	putative polyprenol phosphate mannosyl transferase 1 (Ppm1)	Bacteria	Planctomycetes	Planctomycetacia
aggregates-combined-assembly1_5283221_1_878_-	aggregates-combined-assembly1_5283221_1_878_-	0.0316485666142275	0.00834297648264589	n.d.	GT2	GT	AAO76290.1	two-component system sensor histidine kinase/response regulator, hybrid (one component system)	Bacteria	Bacteroidetes	Bacteroidetes
aggregates-combined-assembly1_5283923_1_723_+	aggregates-combined-assembly1_5283923_1_723_+	0.032438690642075	0.012095703064661	n.d.	GH3	GH	CAQ00781.1	putative beta-glucosidase	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5284022_134_1037_-	aggregates-combined-assembly1_5284022_134_1037_-	0.040022345122775	0.0059150422528198	n.d.	GH15	GH	ABA58092.1	Glycoside hydrolase	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5284045_1_635_+	aggregates-combined-assembly1_5284045_1_635_+	0.025183473075075	0.0042819040834097	n.d.	CE4	CE	BAE56160.1	unnamed protein product	Eukaryota	Fungi	Dikarya
aggregates-combined-assembly1_5284228_1_575_+	aggregates-combined-assembly1_5284228_1_575_+	0.03978193012155	0.0174602793476029	n.d.	GH57	GH	ABS25323.1	Domain of unknown function DUF1957	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5285768_1_449_-	aggregates-combined-assembly1_5285768_1_449_-	0.0193068518002025	0.00562344932206865	n.d.	GH23	GH	ABS27865.1	Lytic transglycosylase catalytic	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5293024_1_276_+	aggregates-combined-assembly1_5293024_1_276_+	0.01856568295997	0.00558569340867857	n.d.	GH23	GH	ABK16448.1	Peptidoglycan-binding LysM	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5295092_409_684_+	aggregates-combined-assembly1_5295092_409_684_+	0.029825376108375	0.00576646820345501	n.d.	GT83	GT	ACD26887.1	glycosyl transferase family 39	Bacteria	Proteobacteria	Betaproteobacteria
aggregates-combined-assembly1_5295291_309_998_-	aggregates-combined-assembly1_5295291_309_998_-	0.03087770049075	0.00919766776416526	n.d.	CE4	CE	BAE56160.1	unnamed protein product	Eukaryota	Fungi	Dikarya
aggregates-combined-assembly1_5296507_1121_2035_-	aggregates-combined-assembly1_5296507_1121_2035_-	0.0159158736102225	0.00570660353314549	n.d.	GH76	GH	EAA63396.1	hypothetical protein AN28252	Eukaryota	Fungi	Ascomycota
aggregates-combined-assembly1_5297201_954_1325_+	aggregates-combined-assembly1_5297201_954_1325_+	0.03092177958665	0.00754983349529026	n.d.	GT4	GT	ABK02043.1	glycosyl transferase, group 1	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5297941_1_452_-	aggregates-combined-assembly1_5297941_1_452_-	0.0156409770533325	0.00441250010107751	n.d.	GT4	GT	BAA94398.1	mannosyl transferase	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5298670_1_630_-	aggregates-combined-assembly1_5298670_1_630_-	0.04535127353115	0.017920897470444	n.d.	CE4	CE	ABI72953.1	polysaccharide deacetylase	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5299096_1_855_+	aggregates-combined-assembly1_5299096_1_855_+	0.03850744249525	0.0087269183752641	n.d.	GT2	GT	AAT83424.1	putative glycosyl transferase	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5299682_1_308_-	aggregates-combined-assembly1_5299682_1_308_-	0.027889861519545	0.0109401043094998	n.d.	CBM12	CB	ABX04833.1	Carbohydrate-binding family V/XII	Bacteria	Chloroflexi	Herpetosiphonales
aggregates-combined-assembly1_5300037_1_882_+	aggregates-combined-assembly1_5300037_1_882_+	0.035883728209975	0.00792061477982441	n.d.	GT2	GT	ABX12340.1	glycosyl transferase family 2	Archaea	Crenarchaeota	Thermoprotei
aggregates-combined-assembly1_5309281_1_368_-	aggregates-combined-assembly1_5309281_1_368_-	0.0246388837032	0.00789374719141824	n.d.	GH23	GH	ABE40277.1	Lytic transglycosylase, catalytic	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5309638_1_912_-	aggregates-combined-assembly1_5309638_1_912_-	0.03175367369485	0.0100219278715358	n.d.	GH13	GH	ACA59364.1	trehalose synthase	Bacteria	Firmicutes	Clostridia
aggregates-combined-assembly1_5309638_918_1310_-	aggregates-combined-assembly1_5309638_1337_2067_-	0.03175367369485	0.0100219278715358	n.d.	GH13	GH	ABS27266.1	1,4-alpha-glucan branching enzyme	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5309638_1337_2067_-	aggregates-combined-assembly1_5309638_918_1310_-	0.03175367369485	0.0100219278715358	n.d.	GH13	GH	ABA57342.1	Alpha amylase, catalytic region	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5309773_1_940_-	aggregates-combined-assembly1_5309773_1_940_-	0.0332742913532	0.00856924030233307	n.d.	GT83	GT	ACA98300.1	Dolichyl-phosphate-mannose-protein mannosyltransferase family	Bacteria	Cyanobacteria	Chroococcales
aggregates-combined-assembly1_5309773_973_1698_-	aggregates-combined-assembly1_5309773_1804_2353_-	0.0332742913532	0.00856924030233307	n.d.	GT83	GT	BAC91523.1	gll3582	Bacteria	Cyanobacteria	Gloeobacteria
aggregates-combined-assembly1_5309773_1804_2353_-	aggregates-combined-assembly1_5309773_973_1698_-	0.0332742913532	0.00856924030233307	n.d.	GT2	GT	ABA88520.1	glycosyltransferase	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5309827_1_846_-	aggregates-combined-assembly1_5309827_1_846_-	0.024290630236705	0.0053165875053619	n.d.	GT2	GT	ABJ81659.1	NAD-dependent epimerase/dehydratase	Bacteria	Acidobacteria	Solibacteres
aggregates-combined-assembly1_5309990_1_288_+	aggregates-combined-assembly1_5309990_1_288_+	0.022309874795345	0.00776996204594226	3.2.1.37	GH39	GH	BAA95685.1	beta-1,4-xylosidase with transcriptional regulator of AraC/XylS family	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5310022_1_974_-	aggregates-combined-assembly1_5310022_1_974_-	0.0262308372785	0.00852742661972357	n.d.	GH77	GH	ABE40704.1	4-alpha-glucanotransferase	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5310030_1_849_+	aggregates-combined-assembly1_5310030_1_849_+	0.020624755489855	0.00490347229209033	n.d.	GT4	GT	ABC78497.1	alpha-L-glycero-D-manno-heptose alpha-1,3-glucosyltransferase	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5311244_1_613_-	aggregates-combined-assembly1_5311244_1_613_-	0.0198255896705725	0.00695364824815494	n.d.	none	none	ACC80814.1	conserved hypothetical protein	Bacteria	Cyanobacteria	Nostocales
aggregates-combined-assembly1_5311498_1_478_+	aggregates-combined-assembly1_5311498_1_478_+	0.029232861858855	0.00740329948930943	n.d.	GH13	GH	ABM07243.1	putative alpha glucosidase	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5313937_367_621_+	aggregates-combined-assembly1_5313937_367_621_+	0.02615874650965	0.00370517573989789	n.d.	GT2	GT	ABK66067.1	transferase	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5320055_1_952_-	aggregates-combined-assembly1_5320055_1_952_-	0.0226001312827475	0.00588795480030252	n.d.	GT4	GT	ABC77593.1	mannosyltransferase	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5322107_1_521_-	aggregates-combined-assembly1_5322107_1_521_-	0.0276364593935	0.00391992541873022	n.d.	GT2	GT	ABD54162.1	glycosyl transferase family 2	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5322987_1_416_-	aggregates-combined-assembly1_5322987_1_416_-	0.019214532741255	0.0065240222870411	n.d.	GH76	GH	EAA63396.1	hypothetical protein AN28252	Eukaryota	Fungi	Ascomycota
aggregates-combined-assembly1_5323013_584_1036_+	aggregates-combined-assembly1_5323013_1042_1605_+	0.0276304167125725	0.00904679280958396	n.d.	CE10	CE	AAF84062.1	lipase	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5323013_1042_1605_+	aggregates-combined-assembly1_5323013_584_1036_+	0.0276304167125725	0.00904679280958396	n.d.	CE10	CE	AAF84062.1	lipase	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5323575_1_627_+	aggregates-combined-assembly1_5323575_1_627_+	0.0230820988789475	0.0056423528583402	2.4.99.1	GT80	GT	BAA25316.1	sialyltransferase 0160	Bacteria	Proteobacteria	Gammaproteobacteria
aggregates-combined-assembly1_5323695_183_665_+	aggregates-combined-assembly1_5323695_183_665_+	0.0387076241824	0.00804445855081188	n.d.	GH3	GH	ABK01904.1	gluconate kinase	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5323855_2192_2447_+	aggregates-combined-assembly1_5323855_2192_2447_+	0.0352750991781	0.0107207508189955	n.d.	GH18	GH	CAJ68298.1	putative bifunctional protein: peroxiredoxin/chitinase	Bacteria	Firmicutes	Clostridia
aggregates-combined-assembly1_5324208_1_558_-	aggregates-combined-assembly1_5324208_1_558_-	0.03501084593575	0.0127977969804916	n.d.	GT2	GT	ABF92949.1	putative pristinamycin I synthase 3	Bacteria	Proteobacteria	Deltaproteobacteria
aggregates-combined-assembly1_5324208_979_1494_-	aggregates-combined-assembly1_5324208_979_1494_-	0.03501084593575	0.0127977969804916	n.d.	GT2	GT	BAE48900.1	Glycosyltransferase	Bacteria	Proteobacteria	Alphaproteobacteria
aggregates-combined-assembly1_5324608_493_852_-	aggregates-combined-assembly1_5324608_493_852_-	0.0348741123986225	0.00935843671488765	n.d.	GT1	GT	ABX12090.1	Glycosyltransferase 28 domain	Archaea	Crenarchaeota	Thermoprotei
aggregates-combined-assembly1_5324608_987_1514_-	aggregates-combined-assembly1_5324608_987_1514_-	0.0348741123986225	0.00935843671488765	n.d.	GT1	GT	ABX12090.1	Glycosyltransferase 28 domain	Archaea	Crenarchaeota	Thermoprotei
aggregates-combined-assembly1_5327397_274_903_+	aggregates-combined-assembly1_5327397_274_903_+	0.021819704346725	0.00415407845964038	n.d.	GH78	GH	ABS01610.1	alpha-L-rhamnosidase	Bacteria	Actinobacteria	Actinobacteridae
aggregates-combined-assembly1_5327812_1_429_-	aggregates-combined-assembly1_5327812_1_429_-	0.02724690267565	0.00533211283354564	n.d.	GH92	GH	EAA62552.1	hypothetical protein AN53922	Eukaryota	Fungi	Ascomycota
